Gender,Marital Status,Age,Education,Income,Occupation,Settlement Size
male,single,29,high school,79772.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),58,graduate school,219159.0,skilled employee / official,big city
male,single,49,high school,176990.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,graduate school,188868.0,skilled employee / official,big city
female,single,36,high school,114958.0,unemployed / unskilled,small city
female,single,29,high school,81194.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),50,university,180615.0,skilled employee / official,big city
male,single,35,high school,109082.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),44,university,151480.0,skilled employee / official,big city
male,single,34,high school,105547.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),44,university,153719.0,skilled employee / official,big city
female,single,33,high school,100678.0,unemployed / unskilled,small city
female,single,29,high school,81541.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,university,132013.0,skilled employee / official,big city
female,single,43,other / unknown,146997.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,graduate school,196476.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),64,graduate school,249159.0,skilled employee / official,small city
male,single,35,other / unknown,109019.0,unemployed / unskilled,small city
female,single,32,high school,96291.0,unemployed / unskilled,small city
female,single,29,high school,80317.0,unemployed / unskilled,small city
male,single,30,high school,83583.0,unemployed / unskilled,small city
male,single,40,high school,133261.0,unemployed / unskilled,small city
male,single,34,high school,105477.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),41,university,137606.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),48,university,173473.0,skilled employee / official,big city
male,single,38,high school,123005.0,unemployed / unskilled,small city
male,single,34,high school,102866.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),50,university,183496.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),51,university,188742.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),40,university,131179.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),55,university,206321.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),66,university,259360.0,management / self-employed / highly qualified employee / officer,big city
male,single,27,high school,68797.0,unemployed / unskilled,small city
male,single,35,high school,107578.0,unemployed / unskilled,small city
male,single,26,high school,64089.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,graduate school,185461.0,management / self-employed / highly qualified employee / officer,big city
female,single,31,high school,91972.0,unemployed / unskilled,small city
female,single,33,other / unknown,97555.0,unemployed / unskilled,small city
female,single,35,high school,110144.0,unemployed / unskilled,mid-sized city
female,single,26,high school,65091.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,high school,161164.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,university,148617.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),40,graduate school,131891.0,management / self-employed / highly qualified employee / officer,small city
male,single,31,high school,91757.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),33,university,98946.0,skilled employee / official,mid-sized city
female,single,38,high school,125879.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),36,university,116012.0,management / self-employed / highly qualified employee / officer,big city
male,single,31,high school,90321.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,graduate school,196903.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,high school,198811.0,skilled employee / official,small city
male,single,37,high school,118139.0,unemployed / unskilled,small city
male,single,35,high school,107859.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,158513.0,skilled employee / official,big city
male,single,33,high school,99105.0,unemployed / unskilled,small city
male,single,40,high school,135318.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,high school,134345.0,skilled employee / official,big city
male,single,36,high school,111641.0,unemployed / unskilled,small city
female,single,31,high school,89563.0,unemployed / unskilled,small city
male,single,31,high school,89539.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),46,university,163682.0,management / self-employed / highly qualified employee / officer,big city
male,single,39,high school,130818.0,unemployed / unskilled,small city
male,single,36,high school,113878.0,unemployed / unskilled,small city
female,single,42,high school,145069.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),61,university,237733.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),50,university,182856.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),61,high school,236686.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),56,university,211693.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),42,university,142608.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),65,university,256774.0,management / self-employed / highly qualified employee / officer,big city
male,single,41,other / unknown,140525.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,188232.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,university,133886.0,skilled employee / official,big city
male,single,32,high school,96859.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,graduate school,161068.0,management / self-employed / highly qualified employee / officer,big city
male,single,32,high school,93645.0,unemployed / unskilled,mid-sized city
female,single,36,high school,113044.0,unemployed / unskilled,small city
male,single,26,high school,65535.0,unemployed / unskilled,mid-sized city
female,single,38,high school,123225.0,unemployed / unskilled,small city
female,single,41,high school,136487.0,unemployed / unskilled,small city
male,single,33,high school,98940.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,170512.0,management / self-employed / highly qualified employee / officer,big city
male,single,37,other / unknown,118707.0,unemployed / unskilled,mid-sized city
female,single,34,high school,105248.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),54,university,203475.0,skilled employee / official,small city
male,single,43,high school,146678.0,unemployed / unskilled,small city
male,single,48,high school,170619.0,unemployed / unskilled,big city
male,single,40,other / unknown,135066.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,171337.0,skilled employee / official,big city
male,single,28,high school,75043.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),46,university,161845.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),39,graduate school,128688.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),38,university,124684.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),48,university,170905.0,management / self-employed / highly qualified employee / officer,big city
male,single,26,high school,67004.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),41,high school,137875.0,skilled employee / official,big city
male,single,28,high school,75497.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,156671.0,skilled employee / official,small city
male,single,33,high school,98891.0,unemployed / unskilled,mid-sized city
female,single,27,other / unknown,69546.0,unemployed / unskilled,small city
male,single,45,high school,159356.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,graduate school,195508.0,skilled employee / official,big city
male,single,32,high school,93086.0,unemployed / unskilled,small city
female,single,33,high school,98234.0,unemployed / unskilled,small city
male,single,31,other / unknown,87873.0,unemployed / unskilled,small city
male,single,28,high school,73821.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,university,204249.0,skilled employee / official,small city
male,single,36,high school,111820.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,university,166317.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,university,202801.0,skilled employee / official,big city
male,single,43,high school,148017.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),38,university,122775.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),61,university,238528.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),41,university,136242.0,skilled employee / official,big city
male,single,28,high school,75326.0,unemployed / unskilled,small city
male,single,28,high school,74532.0,unemployed / unskilled,small city
male,single,35,high school,110830.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,graduate school,131600.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),43,university,148944.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),38,university,124893.0,skilled employee / official,small city
male,single,42,other / unknown,143804.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,177867.0,skilled employee / official,big city
female,single,33,high school,98618.0,skilled employee / official,small city
male,single,31,other / unknown,87724.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,university,196951.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,university,195455.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),43,graduate school,148037.0,skilled employee / official,big city
male,single,46,high school,164456.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,university,190855.0,skilled employee / official,big city
male,single,33,other / unknown,100516.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),51,graduate school,184910.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),55,graduate school,204947.0,skilled employee / official,big city
male,single,38,high school,125619.0,unemployed / unskilled,small city
male,single,29,high school,79235.0,unemployed / unskilled,small city
male,single,37,high school,119818.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),36,university,112093.0,skilled employee / official,big city
male,single,41,other / unknown,136909.0,unemployed / unskilled,small city
female,single,51,high school,189223.0,unemployed / unskilled,big city
female,single,28,high school,74086.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,148292.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,university,135716.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),47,university,166432.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,graduate school,201079.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),46,university,161870.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),50,university,184702.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),45,university,156287.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),39,university,130263.0,skilled employee / official,big city
male,single,36,other / unknown,114036.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),50,university,181617.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),46,university,161007.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),48,university,170667.0,management / self-employed / highly qualified employee / officer,big city
male,single,39,high school,127068.0,unemployed / unskilled,small city
male,single,26,high school,66164.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),61,university,236843.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,university,195468.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),49,graduate school,176921.0,management / self-employed / highly qualified employee / officer,big city
male,non-single (divorced / separated / married / widowed),44,university,154478.0,management / self-employed / highly qualified employee / officer,big city
male,single,37,high school,119799.0,unemployed / unskilled,small city
female,single,38,high school,125384.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,university,192370.0,management / self-employed / highly qualified employee / officer,big city
male,single,29,high school,80715.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),37,university,119312.0,skilled employee / official,small city
female,single,31,high school,90195.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),46,university,164958.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,high school,146455.0,skilled employee / official,big city
female,single,29,high school,79398.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),35,university,111407.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),65,graduate school,254347.0,skilled employee / official,big city
male,single,29,high school,80977.0,unemployed / unskilled,small city
male,single,33,high school,101754.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,high school,179781.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),55,university,208159.0,management / self-employed / highly qualified employee / officer,big city
male,single,43,high school,149570.0,unemployed / unskilled,small city
female,single,30,high school,85711.0,unemployed / unskilled,small city
male,single,29,high school,78478.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,175920.0,skilled employee / official,small city
male,single,40,high school,135546.0,unemployed / unskilled,small city
male,single,36,high school,114786.0,unemployed / unskilled,small city
male,single,35,high school,107797.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),40,university,134500.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),45,university,159819.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,university,185518.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,university,194729.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,graduate school,199982.0,skilled employee / official,big city
male,single,25,high school,62073.0,unemployed / unskilled,small city
female,single,27,high school,70703.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,high school,202731.0,skilled employee / official,big city
male,single,38,high school,124828.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,university,203174.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),56,university,213738.0,skilled employee / official,small city
female,single,44,high school,151577.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,graduate school,191903.0,management / self-employed / highly qualified employee / officer,small city
male,single,23,high school,52275.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,176171.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,university,153740.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),55,university,209115.0,skilled employee / official,big city
male,single,36,high school,112357.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),36,university,114430.0,skilled employee / official,big city
male,single,33,high school,101498.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),39,graduate school,130579.0,skilled employee / official,small city
male,single,33,other / unknown,98962.0,unemployed / unskilled,small city
male,single,33,high school,101085.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,172119.0,skilled employee / official,big city
male,single,28,other / unknown,74316.0,unemployed / unskilled,small city
male,single,32,other / unknown,94333.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,university,135376.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),51,university,188983.0,skilled employee / official,small city
male,non-single (divorced / separated / married / widowed),41,graduate school,136228.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),37,university,121066.0,skilled employee / official,big city
female,single,33,high school,97359.0,unemployed / unskilled,mid-sized city
female,single,40,high school,134571.0,unemployed / unskilled,small city
female,single,34,high school,105486.0,unemployed / unskilled,small city
male,single,33,high school,100415.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),39,university,128688.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),51,university,188114.0,skilled employee / official,big city
male,single,28,other / unknown,73184.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),38,university,122467.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),41,graduate school,139213.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),55,university,207957.0,skilled employee / official,big city
male,single,38,high school,123613.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),41,graduate school,137703.0,skilled employee / official,small city
male,single,29,high school,81118.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,graduate school,186247.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,university,131967.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),41,graduate school,137884.0,skilled employee / official,big city
male,single,26,high school,64198.0,unemployed / unskilled,small city
male,single,33,high school,98966.0,unemployed / unskilled,small city
male,single,37,high school,121007.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,university,196243.0,skilled employee / official,big city
female,single,24,other / unknown,57755.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),54,university,199470.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),52,university,193628.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),37,university,119537.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),35,university,108712.0,management / self-employed / highly qualified employee / officer,big city
female,single,30,high school,85841.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),36,university,114274.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),40,university,132609.0,skilled employee / official,big city
female,single,33,high school,100827.0,unemployed / unskilled,small city
female,single,36,high school,112015.0,unemployed / unskilled,small city
male,single,31,high school,87886.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),60,university,231597.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,university,141858.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),48,graduate school,171276.0,skilled employee / official,small city
male,non-single (divorced / separated / married / widowed),48,university,174882.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),57,university,214192.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),37,university,116874.0,skilled employee / official,small city
female,single,36,high school,115599.0,unemployed / unskilled,mid-sized city
male,single,33,high school,101297.0,unemployed / unskilled,small city
female,single,36,other / unknown,114200.0,skilled employee / official,small city
male,single,37,high school,119959.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,graduate school,156137.0,skilled employee / official,big city
male,single,31,high school,87601.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),39,university,130687.0,skilled employee / official,big city
male,single,30,high school,82592.0,unemployed / unskilled,small city
female,single,32,other / unknown,94356.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),36,university,112933.0,management / self-employed / highly qualified employee / officer,big city
male,single,33,high school,101256.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),48,university,171133.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,university,196047.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),40,graduate school,131975.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,university,200938.0,management / self-employed / highly qualified employee / officer,big city
female,single,25,high school,59167.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,university,169311.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),33,graduate school,100277.0,skilled employee / official,big city
female,single,35,high school,109992.0,unemployed / unskilled,small city
male,single,32,high school,94676.0,unemployed / unskilled,small city
male,single,43,other / unknown,148669.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),38,university,122805.0,management / self-employed / highly qualified employee / officer,big city
male,single,33,high school,97660.0,unemployed / unskilled,small city
female,single,33,high school,98451.0,unemployed / unskilled,small city
male,single,34,high school,102385.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,university,194265.0,skilled employee / official,big city
male,single,45,high school,159103.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,172804.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),61,university,233723.0,skilled employee / official,big city
male,single,30,high school,85818.0,unemployed / unskilled,small city
male,single,27,high school,67678.0,unemployed / unskilled,small city
female,single,35,high school,109652.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),41,university,137246.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),47,university,166330.0,management / self-employed / highly qualified employee / officer,big city
female,single,32,high school,92586.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,170228.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),41,university,137536.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),55,university,207186.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),43,university,149819.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),63,university,247380.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,university,142627.0,skilled employee / official,big city
male,single,38,high school,123260.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),39,university,128931.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),41,university,138957.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),50,university,180850.0,skilled employee / official,big city
male,single,34,high school,104621.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),55,university,208399.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),39,university,128853.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),53,university,194902.0,skilled employee / official,small city
female,single,33,other / unknown,100883.0,unemployed / unskilled,small city
female,single,37,high school,118471.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,graduate school,196968.0,skilled employee / official,big city
male,single,31,high school,89926.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),42,university,145695.0,skilled employee / official,big city
female,single,34,high school,104157.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),40,university,132764.0,management / self-employed / highly qualified employee / officer,small city
male,single,28,other / unknown,74773.0,unemployed / unskilled,small city
female,single,24,high school,55425.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),38,university,124132.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),54,university,203036.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),59,university,224178.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),52,university,193175.0,skilled employee / official,small city
female,single,34,high school,104168.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,graduate school,170657.0,skilled employee / official,small city
male,non-single (divorced / separated / married / widowed),47,university,166946.0,skilled employee / official,big city
female,single,24,high school,53306.0,unemployed / unskilled,small city
female,single,38,high school,122383.0,unemployed / unskilled,small city
male,single,35,high school,111186.0,unemployed / unskilled,mid-sized city
male,single,36,high school,112843.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),50,university,180977.0,management / self-employed / highly qualified employee / officer,big city
male,single,27,high school,69532.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),39,university,128082.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),45,university,157127.0,skilled employee / official,big city
male,single,35,high school,108523.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,170763.0,skilled employee / official,small city
female,single,27,high school,68333.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),48,university,172733.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,university,196611.0,management / self-employed / highly qualified employee / officer,big city
female,single,33,high school,98377.0,unemployed / unskilled,small city
male,single,31,high school,87282.0,unemployed / unskilled,small city
female,single,31,high school,91318.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,university,197886.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),53,university,196361.0,skilled employee / official,big city
female,single,46,high school,160940.0,unemployed / unskilled,small city
male,single,37,high school,118539.0,unemployed / unskilled,small city
female,single,37,high school,119343.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,171587.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),52,high school,191465.0,management / self-employed / highly qualified employee / officer,big city
male,single,35,high school,111157.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),35,university,110202.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),43,university,148434.0,skilled employee / official,big city
male,single,36,other / unknown,113234.0,unemployed / unskilled,small city
male,single,27,high school,67925.0,unemployed / unskilled,small city
male,single,32,high school,95364.0,unemployed / unskilled,small city
male,single,27,high school,68921.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),36,graduate school,111557.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),47,university,168886.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),47,university,169599.0,management / self-employed / highly qualified employee / officer,small city
male,non-single (divorced / separated / married / widowed),49,university,175864.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),50,high school,183520.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),43,university,149920.0,skilled employee / official,big city
male,single,35,high school,109589.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),51,graduate school,187000.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,university,143899.0,management / self-employed / highly qualified employee / officer,small city
female,single,27,high school,70165.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,145945.0,management / self-employed / highly qualified employee / officer,small city
male,single,30,high school,85592.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,university,191437.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),44,university,155158.0,skilled employee / official,big city
female,single,35,high school,109374.0,unemployed / unskilled,small city
male,single,28,high school,74476.0,unemployed / unskilled,small city
female,single,38,high school,121772.0,unemployed / unskilled,small city
female,single,25,high school,58538.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,graduate school,156369.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),57,graduate school,216134.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),51,university,184960.0,skilled employee / official,small city
female,non-single (divorced / separated / married / widowed),46,university,161699.0,skilled employee / official,big city
female,single,34,high school,103665.0,unemployed / unskilled,small city
female,single,36,high school,116245.0,skilled employee / official,mid-sized city
female,non-single (divorced / separated / married / widowed),35,graduate school,108120.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),59,university,226427.0,skilled employee / official,big city
male,single,54,high school,202327.0,skilled employee / official,small city
male,single,34,high school,103412.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),37,university,118477.0,management / self-employed / highly qualified employee / officer,big city
female,single,37,high school,121181.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),34,university,101894.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),47,university,168485.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),61,university,236363.0,management / self-employed / highly qualified employee / officer,big city
male,single,37,high school,119168.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),34,university,104787.0,skilled employee / official,big city
male,single,36,high school,115443.0,unemployed / unskilled,small city
female,single,25,high school,59522.0,unemployed / unskilled,small city
female,single,43,high school,147533.0,unemployed / unskilled,small city
male,single,31,high school,87357.0,unemployed / unskilled,mid-sized city
male,single,30,high school,86888.0,unemployed / unskilled,small city
male,single,32,high school,94181.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,university,167901.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),46,university,160552.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),74,graduate school,299671.0,management / self-employed / highly qualified employee / officer,big city
male,single,30,high school,86493.0,unemployed / unskilled,small city
male,single,38,high school,121657.0,unemployed / unskilled,small city
male,single,35,other / unknown,108243.0,unemployed / unskilled,small city
male,single,39,high school,127162.0,unemployed / unskilled,small city
male,single,44,other / unknown,153643.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),60,university,232115.0,skilled employee / official,big city
female,single,35,high school,107598.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),51,university,185733.0,skilled employee / official,big city
male,single,32,other / unknown,92867.0,unemployed / unskilled,small city
male,single,34,high school,102099.0,unemployed / unskilled,small city
female,single,34,high school,104834.0,unemployed / unskilled,small city
male,single,39,high school,126652.0,unemployed / unskilled,small city
male,single,35,high school,107139.0,unemployed / unskilled,small city
male,single,29,high school,81409.0,unemployed / unskilled,small city
female,single,59,high school,226461.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,university,198906.0,skilled employee / official,big city
